k,query_id,aspect,n_relevant,sim_pooled,sim_maxcard,ndcg10_pooled,ndcg10_oraclecard,ndcg10_inferredcard,ndcg10_chunk,recall10_pooled,recall10_maxcard
5,q00038,research,15,0.222329,0.629145,0.242618,0.861138,0.866948,0.857205,0.2,0.6
5,q00039,personnel,19,0.329763,0.587439,0.532621,1.0,0.72733,0.614107,0.210526,0.526316
5,q00040,procurement,11,0.340697,0.388274,0.069431,0.698796,0.538431,0.330138,0.090909,0.545455
5,q00041,logistics,18,0.251807,0.490495,0.220092,1.0,0.926636,0.72733,0.055556,0.555556
5,q00042,engineering,15,0.244047,0.476692,0.633975,1.0,1.0,1.0,0.4,0.666667
5,q00043,logistics,16,0.254731,0.402112,0.646119,0.857205,0.624232,0.69684,0.375,0.5
5,q00044,logistics,18,0.214731,0.402,0.473387,0.864315,0.696162,0.767027,0.222222,0.444444
5,q00045,security,17,0.259626,0.564571,0.063621,0.407415,0.467103,0.543003,0.058824,0.235294
5,q00046,logistics,14,0.178852,0.304997,0.364744,0.537008,0.305235,0.620762,0.214286,0.357143
5,q00047,research,16,0.364648,0.517105,0.1763,0.796761,0.921602,0.784982,0.125,0.4375
5,q00048,marketing,15,0.14254,0.227661,0.094788,0.078398,0.271088,0.063621,0.066667,0.066667
5,q00049,finance,20,0.212678,0.473766,0.303082,0.860382,0.921602,0.855348,0.15,0.4
5,q00050,personnel,17,0.215091,0.510306,0.307015,1.0,0.648932,0.784617,0.176471,0.588235
5,q00051,procurement,18,0.252434,0.288137,0.0,0.085143,0.0,0.330138,0.0,0.055556
5,q00052,engineering,22,0.34205,0.452468,0.852171,1.0,1.0,1.0,0.363636,0.454545
5,q00053,legal,20,0.376714,0.519974,0.135685,0.838957,0.756902,0.392158,0.1,0.4
5,q00054,procurement,18,0.128936,0.268288,0.220092,0.936379,0.933746,0.307015,0.055556,0.5
5,q00055,security,12,0.214848,0.387981,0.110046,0.208294,0.29849,0.305235,0.083333,0.166667
5,q00056,marketing,19,0.275409,0.301615,0.400023,0.273587,0.069431,0.362887,0.157895,0.157895
5,q00057,finance,18,0.349474,0.4476,0.432318,1.0,0.403502,0.74119,0.166667,0.555556
5,q00058,procurement,16,0.12284,0.290258,0.066254,0.703407,0.790951,0.573492,0.0625,0.375
5,q00059,research,15,0.239896,0.610905,0.227162,0.841493,1.0,0.453743,0.2,0.533333
5,q00060,finance,14,0.185966,0.465624,0.43511,0.722295,0.708441,0.767027,0.285714,0.428571
5,q00061,research,15,0.215909,0.603908,0.569579,0.753814,0.598875,0.593361,0.333333,0.466667
5,q00062,procurement,13,0.314213,0.507074,0.179931,0.648932,0.362111,0.078398,0.153846,0.384615
5,q00063,facilities,21,0.393149,0.540247,0.841591,1.0,1.0,1.0,0.380952,0.47619
5,q00064,legal,15,0.411896,0.651064,0.321951,0.870125,0.81659,0.860382,0.266667,0.533333
5,q00065,facilities,21,0.393149,0.540247,0.841591,1.0,1.0,1.0,0.380952,0.47619
5,q00066,facilities,21,0.220055,0.460828,0.469737,0.701973,0.72733,0.716485,0.238095,0.285714
5,q00067,engineering,20,0.404067,0.577618,1.0,1.0,1.0,1.0,0.5,0.5
5,q00068,research,15,0.224336,0.615471,0.573038,0.860382,1.0,0.538886,0.333333,0.533333
5,q00069,engineering,21,0.311431,0.383728,0.728912,1.0,1.0,0.926636,0.333333,0.47619
5,q00070,procurement,13,0.314213,0.507074,0.179931,0.648932,0.362111,0.078398,0.153846,0.384615
5,q00071,research,19,0.291821,0.549589,0.753449,0.863015,0.870125,0.926636,0.368421,0.421053
5,q00072,facilities,13,0.218217,0.515775,0.775337,1.0,0.848238,0.838957,0.538462,0.769231
5,q00073,procurement,11,0.264814,0.425322,0.147829,0.469,0.576971,0.630043,0.181818,0.272727
5,q00074,personnel,13,0.328209,0.535646,0.110046,0.632541,0.72733,0.521098,0.076923,0.384615
5,q00075,procurement,17,0.15238,0.323029,0.110046,0.936379,0.930569,1.0,0.058824,0.529412
5,q00076,security,22,0.158495,0.436799,0.220092,0.933746,0.510069,0.705808,0.045455,0.409091
5,q00077,legal,20,0.411313,0.574766,0.601572,0.866948,0.866948,0.905212,0.25,0.4
5,q00078,engineering,10,0.335949,0.448697,0.220092,0.793584,0.753814,0.756448,0.1,0.7
5,q00079,legal,14,0.356646,0.575514,0.0,0.632541,0.521578,0.535254,0.0,0.357143
5,q00080,personnel,19,0.329763,0.587439,0.532621,1.0,0.72733,0.614107,0.210526,0.526316
5,q00081,finance,20,0.157328,0.415144,0.305235,0.782739,0.691128,0.838957,0.1,0.4
5,q00082,legal,15,0.440173,0.705656,0.151397,0.40414,0.312805,0.0,0.133333,0.333333
5,q00083,security,19,0.339857,0.462816,0.363341,0.784982,0.647054,0.851236,0.210526,0.368421
5,q00084,finance,21,0.279242,0.471236,0.0,1.0,0.722295,0.866948,0.0,0.47619
5,q00085,personnel,16,0.358082,0.623004,0.438287,1.0,0.870125,0.61683,0.25,0.625
5,q00086,legal,13,0.340816,0.553262,0.453743,0.866948,0.784617,0.614107,0.230769,0.615385
5,q00087,research,16,0.318206,0.493218,0.135685,0.671938,0.698796,0.413128,0.125,0.375
5,q00088,marketing,15,0.132483,0.249281,0.289523,0.252065,0.469,0.220092,0.133333,0.2
5,q00089,research,13,0.249973,0.426196,0.078398,0.683084,0.648932,0.415281,0.076923,0.461538
5,q00090,personnel,23,0.333317,0.60383,0.711618,0.930569,0.933746,0.936379,0.26087,0.391304
5,q00091,engineering,15,0.308091,0.369568,0.848603,0.860382,0.870125,0.933746,0.533333,0.533333
5,q00092,procurement,11,0.312709,0.522566,0.066254,0.589428,0.353144,0.173187,0.090909,0.454545
5,q00093,personnel,20,0.19096,0.438113,0.538431,0.724153,0.444097,0.503324,0.2,0.35
5,q00094,security,19,0.30454,0.525481,0.586872,0.855348,0.662114,0.870125,0.315789,0.421053
5,q00095,marketing,18,0.24846,0.30984,0.444097,0.936379,0.866948,0.498271,0.166667,0.5
5,q00096,facilities,22,0.316921,0.573243,0.787774,1.0,1.0,1.0,0.363636,0.454545
5,q00097,finance,20,0.212678,0.473766,0.303082,0.860382,0.921602,0.855348,0.15,0.4
5,q00098,finance,21,0.169384,0.42284,0.661831,0.930569,0.731545,0.637113,0.285714,0.428571
5,q00099,personnel,13,0.268623,0.512674,0.493679,0.930569,0.648932,0.507718,0.307692,0.692308
5,q00100,facilities,17,0.260854,0.550661,0.563788,1.0,1.0,1.0,0.235294,0.588235
5,q00101,legal,9,0.368313,0.474627,0.239225,0.850896,0.771371,0.579214,0.222222,0.777778
5,q00102,legal,13,0.321295,0.497793,0.517363,0.933746,0.863015,0.538886,0.307692,0.692308
5,q00103,procurement,17,0.192422,0.338034,0.368856,0.933746,0.72733,0.781984,0.176471,0.529412
5,q00104,logistics,13,0.424141,0.600191,0.424926,0.930569,0.852171,0.800694,0.230769,0.692308
5,q00105,facilities,14,0.291377,0.516169,0.31488,0.218016,0.469,0.535254,0.142857,0.214286
5,q00106,research,23,0.220482,0.498909,0.1763,0.889954,1.0,0.632541,0.086957,0.391304
5,q00107,legal,20,0.415803,0.6301,0.434175,0.864315,0.793584,0.770204,0.2,0.4
5,q00108,legal,15,0.31016,0.442943,0.31488,0.756448,0.715551,0.342101,0.133333,0.466667
5,q00109,facilities,12,0.295494,0.622591,0.469454,1.0,0.866948,1.0,0.333333,0.833333
5,q00110,finance,21,0.169384,0.42284,0.661831,0.930569,0.731545,0.637113,0.285714,0.428571
5,q00111,security,17,0.31289,0.468534,0.384594,0.456899,0.357058,0.47367,0.235294,0.235294
5,q00112,engineering,15,0.451782,0.51005,0.74167,0.870125,0.794883,0.767027,0.466667,0.533333
5,q00113,logistics,14,0.178852,0.304997,0.364744,0.537008,0.305235,0.620762,0.214286,0.357143
5,q00114,security,28,0.233586,0.413032,0.602328,0.921602,1.0,0.866948,0.214286,0.321429
5,q00115,facilities,21,0.309354,0.551233,0.81659,1.0,1.0,1.0,0.380952,0.47619
5,q00116,research,26,0.182128,0.379777,0.415281,0.432318,0.933746,0.68045,0.115385,0.115385
5,q00117,research,16,0.15882,0.337813,0.0,0.936379,0.800694,0.378303,0.0,0.5625
5,q00118,facilities,13,0.24718,0.52279,0.617764,1.0,0.936379,1.0,0.384615,0.769231
5,q00119,personnel,18,0.305218,0.453244,0.147829,0.576323,0.791727,0.136985,0.111111,0.277778
5,q00120,legal,18,0.388644,0.675529,0.399569,0.796761,0.650513,0.221193,0.166667,0.388889
5,q00121,security,22,0.158495,0.436799,0.220092,0.933746,0.510069,0.705808,0.045455,0.409091
5,q00122,legal,16,0.27579,0.46864,0.400023,0.921602,0.930569,0.608317,0.1875,0.5625
5,q00123,security,12,0.222614,0.335821,0.138862,0.138862,0.094788,0.205117,0.083333,0.083333
5,q00124,finance,18,0.362229,0.527275,0.330138,1.0,0.576971,0.652371,0.111111,0.555556
5,q00125,finance,17,0.227821,0.386128,0.376446,0.866948,0.848238,0.800694,0.235294,0.470588
5,q00126,personnel,20,0.266009,0.446203,0.483315,0.683538,0.642187,0.586892,0.25,0.3
5,q00127,marketing,20,0.348978,0.359051,0.0,0.601572,0.63322,0.094788,0.0,0.25
5,q00128,facilities,14,0.291377,0.516169,0.31488,0.218016,0.469,0.535254,0.142857,0.214286
5,q00129,engineering,20,0.362382,0.45947,0.930569,1.0,1.0,1.0,0.45,0.5
5,q00130,legal,20,0.469886,0.648055,0.67587,1.0,1.0,0.775994,0.3,0.5
5,q00131,engineering,15,0.451782,0.51005,0.74167,0.870125,0.794883,0.767027,0.466667,0.533333
5,q00132,procurement,17,0.342047,0.636413,0.535254,1.0,0.933746,0.701973,0.235294,0.588235
5,q00133,marketing,18,0.080196,0.214909,0.0,0.400306,0.535254,0.422095,0.0,0.222222
5,q00134,research,15,0.222329,0.629145,0.242618,0.861138,0.866948,0.857205,0.2,0.6
5,q00135,engineering,16,0.41199,0.612813,1.0,1.0,1.0,1.0,0.625,0.625
5,q00136,procurement,11,0.264814,0.425322,0.147829,0.469,0.576971,0.630043,0.181818,0.272727
5,q00137,marketing,16,0.219543,0.332137,0.168152,0.567043,0.444853,0.289977,0.125,0.3125
5,q00138,security,17,0.31289,0.468534,0.384594,0.456899,0.357058,0.47367,0.235294,0.235294
5,q00139,finance,15,0.284355,0.452529,0.500973,1.0,0.72733,0.857205,0.266667,0.666667
5,q00140,engineering,15,0.338609,0.542963,0.648932,1.0,0.933746,1.0,0.333333,0.666667
5,q00141,finance,17,0.35273,0.514953,0.139618,0.687017,0.632541,0.510069,0.117647,0.352941
5,q00142,personnel,16,0.380839,0.555016,0.286346,0.493216,0.715551,0.358954,0.125,0.375
5,q00143,marketing,19,0.275409,0.301615,0.400023,0.273587,0.069431,0.362887,0.157895,0.157895
5,q00144,legal,9,0.368313,0.474627,0.239225,0.850896,0.771371,0.579214,0.222222,0.777778
5,q00145,finance,11,0.170211,0.456913,0.424926,0.933746,0.72733,0.779171,0.272727,0.818182
5,q00146,facilities,19,0.398381,0.526259,0.325429,0.538886,0.796761,0.668306,0.210526,0.210526
5,q00147,facilities,12,0.285595,0.615826,0.564544,1.0,0.870125,1.0,0.416667,0.833333
5,q00148,security,12,0.067568,0.258524,0.0,0.151397,0.066254,0.248908,0.0,0.166667
5,q00149,engineering,17,0.358126,0.599074,0.864315,1.0,1.0,1.0,0.470588,0.588235
5,q00150,personnel,13,0.308679,0.504479,0.558076,0.665291,0.538886,0.538431,0.384615,0.461538
5,q00151,procurement,13,0.302816,0.546649,0.144652,0.547398,0.31488,0.312529,0.153846,0.307692
5,q00152,finance,21,0.28452,0.487322,0.0,1.0,0.648932,0.857981,0.0,0.47619
5,q00153,facilities,22,0.316921,0.573243,0.787774,1.0,1.0,1.0,0.363636,0.454545
5,q00154,facilities,22,0.316921,0.573243,0.787774,1.0,1.0,1.0,0.363636,0.454545
5,q00155,procurement,16,0.248556,0.25635,0.0,0.0,0.0,0.0,0.0,0.0
5,q00156,marketing,21,0.333714,0.465357,0.453743,0.775337,0.800694,0.466277,0.142857,0.333333
5,q00157,finance,12,0.196142,0.453118,0.356596,0.933746,0.602052,0.563788,0.333333,0.75
5,q00158,personnel,23,0.430142,0.612931,0.753814,1.0,0.870125,0.933746,0.304348,0.434783
5,q00159,procurement,16,0.248556,0.25635,0.0,0.0,0.0,0.0,0.0,0.0
5,q00160,procurement,20,0.19905,0.294342,0.0,0.768227,0.61683,0.796761,0.0,0.35
5,q00161,research,26,0.206594,0.371763,0.094788,0.158409,0.689829,0.31955,0.038462,0.076923
5,q00162,logistics,18,0.359174,0.539691,0.0,0.605505,0.532621,0.261808,0.0,0.277778
5,q00163,personnel,13,0.275523,0.481185,0.0,0.650033,0.662792,0.307015,0.0,0.538462
5,q00164,legal,13,0.321295,0.497793,0.517363,0.933746,0.863015,0.538886,0.307692,0.692308
5,q00165,finance,21,0.215227,0.482957,0.58875,0.936379,0.845426,0.857981,0.238095,0.428571
5,q00166,logistics,18,0.425603,0.563334,0.085143,0.568458,0.630043,0.469454,0.055556,0.333333
5,q00167,marketing,16,0.30156,0.312477,0.245731,0.202483,0.705808,0.368856,0.1875,0.125
5,q00168,facilities,13,0.218217,0.515775,0.775337,1.0,0.848238,0.838957,0.538462,0.769231
5,q00169,logistics,16,0.423034,0.569373,0.469,0.826813,0.784617,0.702631,0.1875,0.5
5,q00170,legal,15,0.33154,0.497564,0.29026,0.936379,1.0,0.523251,0.2,0.6
5,q00171,finance,21,0.169384,0.42284,0.661831,0.930569,0.731545,0.637113,0.285714,0.428571
5,q00172,security,17,0.250639,0.518387,0.0,0.363341,0.455324,0.22784,0.0,0.235294
5,q00173,engineering,14,0.330299,0.527653,0.300526,1.0,0.936379,1.0,0.285714,0.714286
5,q00174,legal,10,0.41198,0.642826,0.204834,0.715551,0.637152,0.547398,0.2,0.6
5,q00175,engineering,15,0.328267,0.445943,0.800694,1.0,0.857205,1.0,0.466667,0.666667
5,q00176,finance,11,0.239256,0.535926,0.327307,0.857205,0.785916,0.691128,0.272727,0.727273
5,q00177,logistics,16,0.390216,0.481358,0.202483,0.936379,0.866948,0.72733,0.125,0.5625
5,q00178,engineering,13,0.461173,0.517495,0.851236,0.870125,0.926636,0.921602,0.615385,0.615385
5,q00179,procurement,16,0.143463,0.330506,0.0,0.796761,0.613653,0.476847,0.0,0.4375
5,q00180,engineering,15,0.451782,0.51005,0.74167,0.870125,0.794883,0.767027,0.466667,0.533333
5,q00181,engineering,17,0.340705,0.465908,0.930569,1.0,1.0,1.0,0.529412,0.588235
5,q00182,finance,14,0.397804,0.491974,0.577149,0.866948,1.0,0.795166,0.357143,0.571429
5,q00183,legal,9,0.381098,0.530311,0.31877,0.915446,0.824623,0.602094,0.222222,0.888889
5,q00184,facilities,21,0.393149,0.540247,0.841591,1.0,1.0,1.0,0.380952,0.47619
5,q00185,engineering,23,0.424906,0.468228,0.841591,1.0,1.0,1.0,0.347826,0.434783
5,q00186,personnel,9,0.302793,0.536686,0.148297,0.397119,0.595889,0.418802,0.111111,0.333333
5,q00187,finance,20,0.157328,0.415144,0.305235,0.782739,0.691128,0.838957,0.1,0.4
5,q00188,legal,16,0.369385,0.521984,0.073364,0.358954,0.422575,0.205117,0.0625,0.125
5,q00189,finance,18,0.241325,0.498387,0.085143,0.905212,0.72733,0.598395,0.055556,0.5
5,q00190,security,19,0.30454,0.525481,0.586872,0.855348,0.662114,0.870125,0.315789,0.421053
5,q00191,logistics,19,0.23538,0.35033,0.110046,0.716287,0.469,0.782739,0.052632,0.421053
5,q00192,engineering,16,0.323733,0.582447,0.933746,1.0,1.0,1.0,0.5625,0.625
5,q00193,engineering,14,0.332896,0.422933,0.239441,0.722295,0.936379,0.632541,0.214286,0.428571
5,q00194,research,15,0.222329,0.629145,0.242618,0.861138,0.866948,0.857205,0.2,0.6
5,q00195,procurement,18,0.128936,0.268288,0.220092,0.936379,0.933746,0.307015,0.055556,0.5
5,q00196,engineering,14,0.368948,0.428216,0.74119,0.866948,0.710023,0.870125,0.5,0.571429
5,q00197,legal,27,0.433951,0.613161,0.562193,0.933746,0.502204,0.800694,0.185185,0.333333
5,q00198,procurement,13,0.304488,0.5281,0.212226,0.620762,0.425208,0.327307,0.153846,0.384615
5,q00199,research,13,0.305612,0.466536,0.0,0.778807,0.72733,0.564544,0.0,0.538462
7,q00000,finance,24,0.200879,0.373568,0.362887,0.936379,0.790951,0.4427,0.125,0.375
7,q00001,marketing,31,0.375433,0.384702,0.362887,0.562648,1.0,0.784617,0.096774,0.225806
7,q00002,finance,28,0.202289,0.388317,0.337208,0.648932,0.142795,0.397494,0.142857,0.178571
7,q00003,logistics,27,0.112891,0.206114,0.328062,0.628165,0.432318,0.437807,0.148148,0.222222
7,q00004,finance,24,0.27495,0.47687,0.110046,0.851236,0.637152,0.705905,0.041667,0.333333
7,q00005,security,20,0.113712,0.57233,0.0,1.0,0.715186,1.0,0.0,0.5
7,q00006,security,19,0.112271,0.459935,0.0,0.933746,0.602506,0.784982,0.0,0.473684
7,q00007,finance,24,0.217244,0.442309,0.422575,0.930569,0.700773,0.4427,0.125,0.375
7,q00008,engineering,23,0.233186,0.481862,0.796761,1.0,1.0,1.0,0.304348,0.434783
7,q00009,research,21,0.262534,0.378895,0.138862,0.693761,0.409951,0.358954,0.047619,0.285714
7,q00010,engineering,24,0.349632,0.572259,0.470556,1.0,0.936379,1.0,0.208333,0.416667
7,q00011,finance,26,0.292904,0.451519,0.715551,1.0,1.0,0.936379,0.230769,0.384615
7,q00012,facilities,21,0.384451,0.489109,0.163541,0.936379,0.860382,0.147829,0.095238,0.428571
7,q00013,personnel,27,0.149613,0.481398,0.078398,0.691128,0.085143,0.424926,0.037037,0.222222
7,q00014,research,21,0.191206,0.379974,0.305235,0.133052,0.498572,0.274265,0.095238,0.095238
7,q00015,procurement,18,0.32896,0.380169,0.069431,0.800694,0.870125,0.444097,0.055556,0.388889
7,q00016,legal,27,0.310734,0.496688,0.422575,0.930569,0.926636,1.0,0.111111,0.333333
7,q00017,logistics,25,0.391072,0.614214,0.094788,0.914857,0.44803,0.606722,0.04,0.36
7,q00018,research,31,0.25213,0.328176,0.0,0.547398,0.206416,0.0,0.0,0.129032
7,q00019,logistics,25,0.334309,0.575328,0.094788,0.613653,0.382716,0.58875,0.04,0.2
7,q00020,finance,27,0.125152,0.426804,0.358954,1.0,0.702728,0.394015,0.074074,0.37037
7,q00021,personnel,22,0.185058,0.435829,0.547398,0.790951,0.305235,0.41245,0.181818,0.318182
7,q00022,facilities,25,0.307563,0.576758,0.368658,0.768227,0.863015,0.778807,0.16,0.28
7,q00023,engineering,17,0.234528,0.513294,0.728086,1.0,1.0,1.0,0.411765,0.588235
7,q00024,marketing,20,0.35678,0.437055,0.488547,0.933746,0.642187,0.648932,0.2,0.45
7,q00025,procurement,27,0.272298,0.54059,0.066254,1.0,0.848238,0.544221,0.037037,0.37037
7,q00026,procurement,20,0.137678,0.318456,0.382415,0.933746,1.0,0.841493,0.2,0.45
7,q00027,research,22,0.192293,0.63149,0.31488,1.0,1.0,0.642187,0.090909,0.454545
7,q00028,security,23,0.139968,0.460158,0.0,0.305235,0.063621,0.274548,0.0,0.086957
7,q00029,procurement,20,0.103002,0.26713,0.0,1.0,0.870125,0.633297,0.0,0.5
7,q00030,personnel,24,0.178874,0.511759,0.627507,0.864315,0.416382,0.424926,0.208333,0.333333
7,q00031,logistics,25,0.339847,0.44546,0.642187,1.0,0.870125,0.760079,0.2,0.4
7,q00032,finance,27,0.1832,0.471823,0.224006,0.930569,1.0,0.409273,0.074074,0.333333
7,q00033,facilities,14,0.181142,0.475428,0.168152,0.851236,0.793584,0.376446,0.142857,0.571429
7,q00034,procurement,30,0.236702,0.427905,0.158507,1.0,0.936379,0.643404,0.066667,0.333333
7,q00035,finance,28,0.251007,0.479379,0.148764,0.784982,0.362111,0.40414,0.071429,0.25
7,q00036,logistics,21,0.394872,0.552394,0.138862,1.0,0.782739,0.696938,0.047619,0.47619
7,q00037,marketing,21,0.118682,0.226403,0.257875,0.085143,0.248908,0.110046,0.142857,0.047619
7,q00038,finance,22,0.227251,0.442777,0.318794,0.845426,0.851236,0.179931,0.136364,0.363636
7,q00039,logistics,26,0.328064,0.490333,0.483315,1.0,0.926636,0.930569,0.192308,0.384615
7,q00040,finance,26,0.292904,0.451519,0.715551,1.0,1.0,0.936379,0.230769,0.384615
7,q00041,procurement,26,0.379323,0.559608,0.0,0.781805,0.368856,0.400306,0.0,0.269231
7,q00042,procurement,26,0.358743,0.576338,0.069431,0.933746,0.271914,0.72733,0.038462,0.346154
7,q00043,finance,24,0.27495,0.47687,0.110046,0.851236,0.637152,0.705905,0.041667,0.333333
7,q00044,procurement,20,0.235474,0.350154,0.289523,0.784982,1.0,0.444097,0.1,0.35
7,q00045,procurement,16,0.282604,0.553632,0.432318,0.796761,0.605985,0.617284,0.1875,0.4375
7,q00046,facilities,14,0.181142,0.475428,0.168152,0.851236,0.793584,0.376446,0.142857,0.571429
7,q00047,facilities,13,0.342156,0.565442,0.369336,0.866948,0.870125,0.772838,0.307692,0.615385
7,q00048,personnel,20,0.229261,0.520774,0.221193,0.860382,0.926636,0.31834,0.15,0.4
7,q00049,engineering,17,0.234528,0.513294,0.728086,1.0,1.0,1.0,0.411765,0.588235
7,q00050,security,26,0.181738,0.48797,0.110046,1.0,0.784617,1.0,0.038462,0.384615
7,q00051,legal,15,0.255415,0.445467,0.220092,0.841493,0.684383,0.599977,0.066667,0.533333
7,q00052,marketing,18,0.208743,0.316414,0.465823,0.77216,0.620397,0.538886,0.222222,0.388889
7,q00053,legal,30,0.380874,0.582926,0.596517,1.0,1.0,1.0,0.2,0.333333
7,q00054,engineering,27,0.35552,0.529924,1.0,1.0,1.0,1.0,0.37037,0.37037
7,q00055,engineering,30,0.37227,0.564852,1.0,1.0,1.0,1.0,0.333333,0.333333
7,q00056,engineering,24,0.349632,0.572259,0.470556,1.0,0.936379,1.0,0.208333,0.416667
7,q00057,finance,28,0.251007,0.479379,0.148764,0.784982,0.362111,0.40414,0.071429,0.25
7,q00058,personnel,29,0.255911,0.512997,0.154574,0.760079,0.712552,0.779171,0.068966,0.241379
7,q00059,security,22,0.026242,0.448348,0.0,0.794883,0.57369,0.775994,0.0,0.363636
7,q00060,research,21,0.176837,0.569945,0.0,0.933746,0.800694,0.864315,0.0,0.428571
7,q00061,security,27,0.156263,0.536149,0.0,1.0,0.826813,0.731263,0.0,0.37037
7,q00062,facilities,14,0.299119,0.574235,0.58875,1.0,1.0,0.936379,0.357143,0.714286
7,q00063,facilities,24,0.242418,0.626169,0.437352,1.0,0.781984,1.0,0.125,0.416667
7,q00064,legal,30,0.380874,0.582926,0.596517,1.0,1.0,1.0,0.2,0.333333
7,q00065,security,20,0.142764,0.499986,0.0,1.0,0.718363,0.790951,0.0,0.5
7,q00066,finance,27,0.349701,0.522141,0.289977,1.0,0.690194,0.686715,0.111111,0.37037
7,q00067,marketing,19,0.224356,0.308493,0.138862,0.656982,0.428385,0.138862,0.052632,0.315789
7,q00068,legal,30,0.403458,0.633733,0.441285,1.0,1.0,0.936379,0.133333,0.333333
7,q00069,personnel,28,0.361482,0.60989,0.559933,1.0,1.0,0.861138,0.178571,0.357143
7,q00070,personnel,22,0.185058,0.435829,0.547398,0.790951,0.305235,0.41245,0.181818,0.318182
7,q00071,legal,30,0.403458,0.633733,0.441285,1.0,1.0,0.936379,0.133333,0.333333
7,q00072,logistics,26,0.418986,0.557492,0.310171,0.860382,0.715186,0.602328,0.153846,0.307692
7,q00073,engineering,15,0.279318,0.518688,0.866948,1.0,1.0,1.0,0.533333,0.666667
7,q00074,logistics,29,0.291414,0.422613,0.409951,0.691128,0.642187,0.933746,0.137931,0.206897
7,q00075,marketing,20,0.216293,0.31187,0.334051,0.591927,0.793584,0.393278,0.15,0.25
7,q00076,procurement,20,0.210469,0.298256,0.063621,0.498271,0.74167,0.37567,0.05,0.25
7,q00077,security,26,0.180648,0.538412,0.0,1.0,0.712552,1.0,0.0,0.384615
7,q00078,engineering,23,0.233186,0.481862,0.796761,1.0,1.0,1.0,0.304348,0.434783
7,q00079,personnel,29,0.164868,0.493999,0.293416,0.870125,0.63322,0.800694,0.137931,0.275862
7,q00080,engineering,24,0.43902,0.515312,0.611795,1.0,0.790951,1.0,0.208333,0.416667
7,q00081,legal,25,0.407375,0.686146,0.158409,0.305235,0.357076,0.330138,0.08,0.08
7,q00082,research,21,0.237835,0.447343,0.220092,0.591927,0.921602,0.563788,0.047619,0.238095
7,q00083,finance,22,0.209238,0.40672,0.403502,0.870125,0.653147,0.25881,0.136364,0.363636
7,q00084,engineering,23,0.233186,0.481862,0.796761,1.0,1.0,1.0,0.304348,0.434783
7,q00085,research,20,0.200479,0.531859,0.073364,0.804811,0.790951,0.785916,0.05,0.4
7,q00086,legal,26,0.261531,0.461985,0.785916,0.936379,0.831848,1.0,0.269231,0.346154
7,q00087,personnel,21,0.35843,0.628516,0.820523,1.0,0.936379,0.691128,0.380952,0.47619
7,q00088,procurement,27,0.263482,0.550214,0.066254,1.0,0.800694,0.74119,0.037037,0.37037
7,q00089,facilities,23,0.38787,0.548913,0.642187,1.0,1.0,1.0,0.217391,0.434783
7,q00090,procurement,25,0.294729,0.451179,0.403483,0.362111,0.220092,0.346853,0.16,0.12
7,q00091,personnel,12,0.344537,0.553742,0.0,0.576323,0.547398,0.397494,0.0,0.416667
7,q00092,personnel,22,0.185058,0.435829,0.547398,0.790951,0.305235,0.41245,0.181818,0.318182
7,q00093,personnel,32,0.297439,0.582495,0.465823,1.0,0.914857,0.775337,0.125,0.3125
7,q00094,legal,25,0.382981,0.590006,0.0,0.731447,0.425208,0.372591,0.0,0.28
7,q00095,personnel,15,0.151634,0.492875,0.442022,0.870125,0.41245,0.630043,0.333333,0.533333
7,q00096,procurement,20,0.298952,0.317206,0.0,0.220092,0.358954,0.094788,0.0,0.05
7,q00097,personnel,27,0.275064,0.62402,0.422095,1.0,0.866948,1.0,0.148148,0.37037
7,q00098,finance,20,0.169087,0.435887,0.073364,0.870125,0.554143,0.488645,0.05,0.4
7,q00099,finance,24,0.217244,0.442309,0.422575,0.930569,0.700773,0.4427,0.125,0.375
7,q00100,engineering,15,0.230704,0.451628,0.656982,1.0,0.800694,1.0,0.4,0.666667
7,q00101,legal,21,0.356917,0.55603,0.202483,0.78855,0.686715,0.400306,0.095238,0.333333
7,q00102,personnel,20,0.252561,0.492248,0.283713,0.696918,0.936379,0.289523,0.1,0.35
7,q00103,legal,26,0.324011,0.559897,0.648932,1.0,0.841591,0.936379,0.192308,0.384615
7,q00104,security,19,0.024966,0.429068,0.0,0.870125,0.554143,0.608317,0.0,0.421053
7,q00105,marketing,29,0.303005,0.395145,0.343697,0.718363,0.220092,0.547398,0.103448,0.206897
7,q00106,finance,24,0.328444,0.551065,0.220092,0.777872,0.863015,0.453064,0.041667,0.291667
7,q00107,finance,25,0.312002,0.564974,0.283233,1.0,1.0,0.921602,0.12,0.4
7,q00108,legal,27,0.3608,0.592534,0.444755,0.77216,0.914857,0.933746,0.148148,0.259259
7,q00109,marketing,19,0.109793,0.246182,0.18341,0.586116,0.286346,0.358954,0.105263,0.263158
7,q00110,finance,23,0.305619,0.483457,0.478422,1.0,1.0,0.78855,0.173913,0.434783
7,q00111,marketing,24,0.256847,0.319319,0.220092,0.136985,0.498251,0.577149,0.041667,0.083333
7,q00112,procurement,27,0.272298,0.54059,0.066254,1.0,0.848238,0.544221,0.037037,0.37037
7,q00113,engineering,27,0.435359,0.467013,0.777872,1.0,1.0,1.0,0.259259,0.37037
7,q00114,finance,24,0.280571,0.489813,0.138862,1.0,0.563788,0.713308,0.041667,0.416667
