k,query_id,aspect,n_relevant,sim_pooled,sim_maxcard,ndcg10_pooled,ndcg10_maxcard,recall10_pooled,recall10_maxcard
7,q00032,finance,27,0.204278,0.518934,0.359691,1.0,0.148148,0.37037
7,q00033,facilities,14,0.231252,0.54135,0.0,0.454498,0.0,0.285714
7,q00034,procurement,30,0.246173,0.44194,0.330138,0.841591,0.066667,0.266667
7,q00035,finance,28,0.315493,0.552355,0.274265,0.767027,0.107143,0.25
7,q00036,logistics,21,0.416035,0.59006,0.0,0.648932,0.0,0.238095
7,q00037,marketing,21,0.128938,0.25909,0.357076,0.158409,0.142857,0.095238
7,q00038,finance,22,0.247997,0.478398,0.25881,0.684837,0.136364,0.318182
7,q00039,logistics,26,0.3362,0.513385,0.296593,0.687951,0.153846,0.269231
7,q00040,finance,26,0.347603,0.496394,0.510352,0.921602,0.153846,0.346154
7,q00041,procurement,26,0.359434,0.569972,0.0,0.726413,0.0,0.269231
7,q00042,procurement,26,0.391326,0.621706,0.0,0.645755,0.0,0.230769
7,q00043,finance,24,0.322917,0.54422,0.234407,0.936379,0.125,0.375
7,q00044,procurement,20,0.225021,0.367955,0.31488,0.423331,0.1,0.2
7,q00045,procurement,16,0.335215,0.599558,0.224006,0.708441,0.125,0.375
7,q00046,facilities,14,0.231252,0.54135,0.0,0.454498,0.0,0.285714
7,q00047,facilities,13,0.361209,0.597967,0.179931,0.765593,0.153846,0.538462
7,q00048,personnel,20,0.237017,0.584263,0.330874,0.784617,0.2,0.35
7,q00049,engineering,17,0.238707,0.528728,0.632541,0.784982,0.294118,0.411765
7,q00050,security,26,0.21884,0.483911,0.110046,0.643768,0.038462,0.230769
7,q00051,legal,15,0.296244,0.440648,0.220092,0.675416,0.066667,0.4
7,q00052,marketing,18,0.213659,0.381016,0.472933,0.654722,0.222222,0.333333
7,q00053,legal,30,0.409992,0.611087,0.202483,0.930569,0.066667,0.3
7,q00054,engineering,27,0.381352,0.497695,0.692985,0.852171,0.259259,0.296296
7,q00055,engineering,30,0.36561,0.535208,0.639944,0.658181,0.2,0.2
7,q00056,engineering,24,0.359906,0.568806,0.397192,0.866948,0.166667,0.333333
7,q00057,finance,28,0.315493,0.552355,0.274265,0.767027,0.107143,0.25
7,q00058,personnel,29,0.241624,0.489692,0.085143,0.261808,0.034483,0.103448
7,q00059,security,22,0.051111,0.449204,0.0,0.596538,0.0,0.227273
7,q00060,research,21,0.166897,0.65563,0.0,0.613653,0.0,0.238095
7,q00061,security,27,0.177116,0.534937,0.110046,0.547853,0.037037,0.185185
7,q00062,facilities,14,0.333929,0.592799,0.085143,0.790951,0.071429,0.5
7,q00063,facilities,24,0.276751,0.626637,0.46271,0.63322,0.166667,0.208333
7,q00064,legal,30,0.409992,0.611087,0.202483,0.930569,0.066667,0.3
7,q00065,security,20,0.141125,0.488668,0.0,0.168152,0.0,0.1
7,q00066,finance,27,0.371352,0.571215,0.731447,0.921602,0.259259,0.333333
7,q00067,marketing,19,0.187373,0.301795,0.063621,0.617284,0.052632,0.263158
7,q00068,legal,30,0.461926,0.661591,0.31955,0.860382,0.133333,0.266667
7,q00069,personnel,28,0.328689,0.581639,0.403502,0.926636,0.107143,0.321429
7,q00070,personnel,22,0.231056,0.527178,0.519319,0.687017,0.227273,0.272727
7,q00071,legal,30,0.461926,0.661591,0.31955,0.860382,0.133333,0.266667
7,q00072,logistics,26,0.393359,0.561304,0.179931,0.715551,0.076923,0.230769
7,q00073,engineering,15,0.27793,0.511614,0.523174,0.768227,0.266667,0.466667
7,q00074,logistics,29,0.318157,0.464055,0.312983,0.745302,0.137931,0.241379
7,q00075,marketing,20,0.226993,0.346083,0.312805,0.373269,0.2,0.2
7,q00076,procurement,20,0.283012,0.421178,0.16422,0.608297,0.1,0.3
7,q00077,security,26,0.247489,0.570985,0.085143,0.607842,0.038462,0.230769
7,q00078,engineering,23,0.238103,0.464609,0.564525,0.715551,0.26087,0.26087
7,q00079,personnel,29,0.183151,0.518764,0.0,0.337984,0.0,0.137931
7,q00080,engineering,24,0.384739,0.467932,0.573972,0.762416,0.208333,0.291667
7,q00081,legal,25,0.461644,0.714789,0.334051,0.312049,0.12,0.12
7,q00082,research,21,0.226594,0.522292,0.220092,0.283515,0.047619,0.142857
7,q00083,finance,22,0.256567,0.45411,0.217261,0.731545,0.090909,0.318182
7,q00084,engineering,23,0.238103,0.464609,0.564525,0.715551,0.26087,0.26087
7,q00085,research,20,0.2077,0.557078,0.199306,0.463926,0.15,0.25
7,q00086,legal,26,0.255629,0.49453,0.286692,0.83578,0.115385,0.307692
7,q00087,personnel,21,0.3691,0.639141,0.462992,0.796761,0.238095,0.333333
7,q00088,procurement,27,0.342227,0.601747,0.158409,0.936379,0.074074,0.333333
7,q00089,facilities,23,0.424282,0.585352,0.138862,0.611019,0.043478,0.217391
7,q00090,procurement,25,0.307241,0.466869,0.469,0.44222,0.12,0.16
7,q00091,personnel,12,0.328703,0.548838,0.0,0.366025,0.0,0.333333
7,q00092,personnel,22,0.231056,0.527178,0.519319,0.687017,0.227273,0.272727
7,q00093,personnel,32,0.292481,0.587754,0.286692,0.914857,0.09375,0.28125
7,q00094,legal,25,0.379616,0.583696,0.0,0.930569,0.0,0.36
7,q00095,personnel,15,0.155267,0.500752,0.163541,0.303082,0.133333,0.2
7,q00096,procurement,20,0.312156,0.379407,0.094788,0.838957,0.05,0.4
7,q00097,personnel,27,0.285717,0.668064,0.355777,0.936379,0.111111,0.333333
7,q00098,finance,20,0.287268,0.52761,0.388244,0.687471,0.15,0.35
7,q00099,finance,24,0.244324,0.500336,0.327307,0.933746,0.125,0.375
7,q00100,engineering,15,0.221247,0.450637,0.138862,0.550113,0.066667,0.4
7,q00101,legal,21,0.392138,0.596908,0.293456,0.863015,0.095238,0.380952
7,q00102,personnel,20,0.236551,0.496246,0.538886,0.775239,0.2,0.35
7,q00103,legal,26,0.308345,0.589348,0.253295,0.794883,0.115385,0.307692
7,q00104,security,19,0.054799,0.456934,0.063621,0.684018,0.052632,0.315789
7,q00105,marketing,29,0.339041,0.433105,0.220092,0.567043,0.034483,0.172414
7,q00106,finance,24,0.346035,0.605305,0.161043,0.754269,0.083333,0.291667
7,q00107,finance,25,0.32925,0.5946,0.179931,0.687195,0.08,0.24
7,q00108,legal,27,0.371025,0.629721,0.567721,0.826333,0.185185,0.296296
7,q00109,marketing,19,0.155308,0.30719,0.432318,0.453743,0.157895,0.157895
7,q00110,finance,23,0.34083,0.523259,0.347912,0.870125,0.173913,0.347826
7,q00111,marketing,24,0.209352,0.327001,0.085143,0.605505,0.041667,0.208333
7,q00112,procurement,27,0.361795,0.604808,0.18341,0.921602,0.074074,0.333333
7,q00113,engineering,27,0.421582,0.408149,0.804811,0.629364,0.296296,0.222222
7,q00114,finance,24,0.338667,0.561646,0.173187,0.936379,0.083333,0.375
7,q00115,marketing,21,0.128938,0.25909,0.357076,0.158409,0.142857,0.095238
7,q00116,security,22,0.015807,0.499233,0.094788,0.683538,0.045455,0.272727
7,q00117,research,21,0.166897,0.65563,0.0,0.613653,0.0,0.238095
7,q00118,facilities,26,0.266804,0.601622,0.347629,0.933746,0.153846,0.346154
7,q00119,procurement,20,0.324827,0.449681,0.151762,0.620762,0.1,0.25
7,q00120,marketing,26,0.086943,0.30527,0.374666,0.78855,0.115385,0.269231
7,q00121,facilities,13,0.309923,0.604965,0.281658,0.633199,0.230769,0.461538
7,q00122,marketing,18,0.210648,0.392648,0.391703,0.680905,0.222222,0.333333
7,q00123,legal,26,0.308345,0.589348,0.253295,0.794883,0.115385,0.307692
7,q00124,personnel,29,0.183151,0.518764,0.0,0.337984,0.0,0.137931
7,q00125,marketing,29,0.339041,0.433105,0.220092,0.567043,0.034483,0.172414
7,q00126,engineering,17,0.326642,0.484665,0.595762,0.653147,0.294118,0.352941
7,q00127,security,16,0.126097,0.537294,0.0,0.563788,0.0,0.25
7,q00128,personnel,22,0.279798,0.567922,0.359691,0.689829,0.181818,0.272727
7,q00129,security,27,0.199127,0.502441,0.110046,0.452147,0.037037,0.185185
7,q00130,security,20,0.112673,0.579929,0.0,0.214084,0.0,0.15
7,q00131,marketing,20,0.365743,0.400419,0.063621,0.478704,0.05,0.25
7,q00132,facilities,23,0.424282,0.585352,0.138862,0.611019,0.043478,0.217391
7,q00133,personnel,32,0.292481,0.587754,0.286692,0.914857,0.09375,0.28125
7,q00134,research,26,0.131708,0.605153,0.31834,0.530244,0.115385,0.230769
7,q00135,personnel,23,0.274666,0.558488,0.173187,0.68512,0.086957,0.347826
7,q00136,logistics,16,0.340632,0.493456,0.168152,0.288382,0.125,0.25
7,q00137,legal,21,0.337067,0.598727,0.073364,0.61225,0.047619,0.238095
7,q00138,personnel,27,0.153685,0.526888,0.138862,0.763193,0.037037,0.259259
7,q00139,legal,21,0.337067,0.598727,0.073364,0.61225,0.047619,0.238095
7,q00140,legal,30,0.461926,0.661591,0.31955,0.860382,0.133333,0.266667
7,q00141,procurement,30,0.199749,0.393484,0.16422,0.841493,0.066667,0.266667
7,q00142,legal,30,0.409992,0.611087,0.202483,0.930569,0.066667,0.3
7,q00143,logistics,26,0.433316,0.480737,0.277705,0.731263,0.153846,0.269231
7,q00144,legal,25,0.417184,0.562732,0.133052,0.914857,0.08,0.36
7,q00145,logistics,23,0.405412,0.531569,0.233651,0.461114,0.086957,0.26087
7,q00146,facilities,25,0.335298,0.611069,0.217261,0.684018,0.08,0.24
7,q00147,engineering,24,0.316287,0.349461,0.554143,0.794883,0.166667,0.333333
7,q00148,marketing,19,0.176382,0.319465,0.222128,0.642187,0.157895,0.263158
7,q00149,marketing,19,0.186992,0.293414,0.063621,0.110046,0.052632,0.052632
7,q00150,personnel,23,0.274666,0.558488,0.173187,0.68512,0.086957,0.347826
7,q00151,logistics,29,0.333762,0.38054,0.368856,0.665193,0.103448,0.206897
7,q00152,personnel,27,0.284295,0.613147,0.38196,0.936379,0.148148,0.333333
7,q00153,research,21,0.287948,0.536937,0.286346,0.271914,0.095238,0.142857
7,q00154,engineering,30,0.376347,0.597182,0.724153,0.668306,0.233333,0.2
7,q00155,research,21,0.171023,0.328137,0.0,0.293456,0.0,0.095238
7,q00156,engineering,30,0.306651,0.428056,0.561713,0.687951,0.2,0.233333
7,q00157,engineering,30,0.376347,0.597182,0.724153,0.668306,0.233333,0.2
7,q00158,research,24,0.229985,0.699157,0.230474,0.693663,0.125,0.25
7,q00159,facilities,30,0.351428,0.429638,0.577149,0.855348,0.166667,0.266667
7,q00160,finance,23,0.28785,0.530398,0.397192,0.861138,0.173913,0.391304
7,q00161,engineering,15,0.302198,0.449365,0.212226,0.444853,0.133333,0.266667
7,q00162,procurement,20,0.161888,0.364847,0.450566,0.136985,0.2,0.1
7,q00163,facilities,31,0.403819,0.682306,0.930569,0.933746,0.290323,0.290323
7,q00164,logistics,23,0.405412,0.531569,0.233651,0.461114,0.086957,0.26087
7,q00165,procurement,20,0.113324,0.304299,0.0,0.61683,0.0,0.25
7,q00166,facilities,26,0.242498,0.606982,0.445857,0.848603,0.230769,0.307692
7,q00167,marketing,29,0.339041,0.433105,0.220092,0.567043,0.034483,0.172414
7,q00168,finance,23,0.326075,0.569114,0.362887,0.767027,0.130435,0.304348
7,q00169,facilities,14,0.386315,0.550126,0.0,0.576971,0.0,0.357143
7,q00170,facilities,25,0.285665,0.514787,0.532621,0.493216,0.16,0.24
7,q00171,facilities,31,0.380706,0.676355,0.930569,0.921602,0.290323,0.290323
7,q00172,engineering,22,0.334055,0.489555,0.684018,0.596538,0.272727,0.227273
7,q00173,procurement,25,0.331352,0.618337,0.523174,0.790951,0.16,0.28
7,q00174,research,21,0.142291,0.253337,0.0,0.437352,0.0,0.142857
7,q00175,finance,27,0.181883,0.482248,0.542364,0.852171,0.148148,0.296296
7,q00176,personnel,24,0.259539,0.606289,0.209049,0.639944,0.125,0.25
7,q00177,personnel,24,0.293078,0.54529,0.495459,0.363624,0.208333,0.166667
7,q00178,logistics,25,0.29556,0.502008,0.073364,0.870125,0.04,0.32
7,q00179,finance,27,0.371352,0.571215,0.731447,0.921602,0.259259,0.333333
7,q00180,engineering,20,0.393825,0.556448,0.583618,0.61804,0.25,0.3
7,q00181,engineering,21,0.281693,0.561896,0.347136,0.791727,0.190476,0.333333
7,q00182,procurement,18,0.302207,0.391886,0.0,0.519997,0.0,0.222222
7,q00183,research,20,0.2077,0.557078,0.199306,0.463926,0.15,0.25
7,q00184,logistics,22,0.306473,0.51153,0.220092,0.438108,0.045455,0.181818
7,q00185,security,20,0.145611,0.581207,0.0,0.220829,0.0,0.15
7,q00186,security,23,0.111901,0.56534,0.195189,0.687195,0.086957,0.26087
7,q00187,procurement,18,0.277064,0.364864,0.0,0.637152,0.0,0.277778
7,q00188,security,23,0.22091,0.613529,0.358954,0.712552,0.086957,0.26087
7,q00189,logistics,27,0.15915,0.27031,0.220092,0.463446,0.037037,0.185185
7,q00190,logistics,29,0.318157,0.464055,0.312983,0.745302,0.137931,0.241379
7,q00191,engineering,27,0.409337,0.462596,0.855348,0.716485,0.296296,0.259259
7,q00192,procurement,18,0.302207,0.391886,0.0,0.519997,0.0,0.222222
7,q00193,procurement,20,0.195103,0.394568,0.444097,0.551331,0.15,0.25
7,q00194,procurement,30,0.199749,0.393484,0.16422,0.841493,0.066667,0.266667
7,q00195,facilities,27,0.241756,0.585254,0.367921,0.68166,0.111111,0.259259
7,q00196,marketing,20,0.397043,0.478467,0.202483,0.647054,0.1,0.3
7,q00197,security,24,0.081097,0.564925,0.0,0.371854,0.0,0.125
7,q00198,engineering,23,0.37341,0.600811,0.857205,0.77216,0.347826,0.304348
7,q00199,logistics,25,0.255809,0.402981,0.278481,0.43689,0.12,0.2
10,q00000,procurement,39,0.280181,0.605596,0.066254,0.926636,0.025641,0.230769
10,q00001,legal,32,0.274963,0.579372,0.422575,0.820523,0.09375,0.25
10,q00002,logistics,32,0.342636,0.499437,0.236807,0.319095,0.09375,0.125
10,q00003,finance,32,0.229869,0.468162,0.416567,0.841493,0.15625,0.25
10,q00004,personnel,29,0.200764,0.567761,0.069431,0.595762,0.034483,0.172414
10,q00005,procurement,24,0.070758,0.347732,0.305235,0.407415,0.083333,0.166667
10,q00006,research,26,0.160098,0.628714,0.069431,0.49829,0.038462,0.153846
10,q00007,security,28,0.095582,0.310094,0.0,0.233651,0.0,0.071429
10,q00008,marketing,30,0.060405,0.280681,0.220092,0.820069,0.033333,0.266667
10,q00009,marketing,36,0.150783,0.401015,0.063621,0.787774,0.027778,0.222222
10,q00010,facilities,21,0.160784,0.437014,0.220092,0.286346,0.047619,0.095238
10,q00011,engineering,31,0.369426,0.422559,0.921602,0.648932,0.290323,0.16129
10,q00012,research,31,0.132171,0.497786,0.0,0.769526,0.0,0.225806
10,q00013,finance,32,0.233855,0.493028,0.309352,0.636376,0.125,0.1875
10,q00014,research,26,0.160098,0.628714,0.069431,0.49829,0.038462,0.153846
10,q00015,procurement,35,0.136822,0.427436,0.0,0.794883,0.0,0.228571
10,q00016,finance,32,0.265146,0.598414,0.085143,0.716485,0.03125,0.21875
10,q00017,engineering,41,0.297092,0.592317,1.0,0.866948,0.243902,0.195122
10,q00018,legal,29,0.353746,0.622421,0.358954,0.596498,0.068966,0.241379
10,q00019,security,36,0.212319,0.415808,0.094788,0.385048,0.027778,0.111111
10,q00020,facilities,21,0.298951,0.498526,0.220092,0.767027,0.047619,0.333333
10,q00021,facilities,24,0.092092,0.47376,0.0,0.81659,0.0,0.333333
10,q00022,marketing,32,0.281441,0.436539,0.158507,0.690194,0.0625,0.1875
10,q00023,engineering,31,0.289151,0.408324,0.848603,0.936379,0.258065,0.290323
10,q00024,logistics,37,0.45529,0.550015,0.541588,0.747935,0.135135,0.189189
10,q00025,personnel,27,0.069611,0.57698,0.0,0.573038,0.0,0.185185
10,q00026,research,33,0.142823,0.645781,0.0,0.721519,0.0,0.212121
10,q00027,research,32,0.288969,0.398681,0.0,0.603262,0.0,0.1875
10,q00028,engineering,34,0.287869,0.45773,0.889954,0.596538,0.264706,0.147059
10,q00029,personnel,48,0.155102,0.630445,0.0,0.921602,0.0,0.1875
10,q00030,procurement,33,0.148535,0.315671,0.220092,0.791706,0.030303,0.242424
10,q00031,procurement,22,0.19479,0.3348,0.0,0.554899,0.0,0.227273
10,q00032,finance,26,0.349437,0.469497,0.428385,0.632079,0.115385,0.269231
10,q00033,engineering,32,0.398924,0.444335,0.826333,0.703407,0.25,0.1875
10,q00034,personnel,36,0.133258,0.56515,0.063621,0.554143,0.027778,0.111111
10,q00035,research,33,0.192512,0.495682,0.0,0.568458,0.0,0.181818
10,q00036,finance,32,0.324547,0.501315,0.29849,0.675416,0.0625,0.1875
10,q00037,security,41,0.222106,0.42234,0.0,0.671938,0.0,0.146341
10,q00038,facilities,30,0.315471,0.567947,0.233651,0.390927,0.066667,0.133333
10,q00039,finance,32,0.233855,0.493028,0.309352,0.636376,0.125,0.1875
10,q00040,marketing,36,0.121613,0.381793,0.510716,0.768227,0.111111,0.194444
10,q00041,logistics,37,0.387951,0.51521,0.510716,0.456899,0.108108,0.108108
10,q00042,marketing,36,0.121613,0.381793,0.510716,0.768227,0.111111,0.194444
10,q00043,legal,32,0.274963,0.579372,0.422575,0.820523,0.09375,0.25
10,q00044,facilities,31,0.237278,0.614229,0.368856,0.716287,0.096774,0.258065
10,q00045,personnel,48,0.189725,0.584473,0.220092,0.936379,0.020833,0.1875
10,q00046,engineering,36,0.350134,0.400534,0.364744,0.608317,0.083333,0.138889
10,q00047,facilities,38,0.214165,0.530017,0.063621,0.750336,0.026316,0.184211
10,q00048,marketing,23,0.146824,0.319832,0.158507,0.851236,0.086957,0.347826
10,q00049,security,36,0.212319,0.415808,0.094788,0.385048,0.027778,0.111111
10,q00050,security,38,0.112556,0.524706,0.0,0.599329,0.0,0.157895
10,q00051,engineering,27,0.369313,0.623037,0.926636,0.857205,0.333333,0.296296
10,q00052,finance,19,0.159851,0.493551,0.208294,0.555903,0.105263,0.368421
10,q00053,logistics,32,0.355582,0.511708,0.393278,0.69684,0.09375,0.1875
10,q00054,facilities,28,0.343511,0.580745,0.239921,0.598395,0.107143,0.178571
10,q00055,security,26,0.132789,0.581779,0.069431,0.385413,0.038462,0.153846
10,q00056,security,26,0.132789,0.581779,0.069431,0.385413,0.038462,0.153846
10,q00057,security,37,0.054188,0.560076,0.0,0.696162,0.0,0.162162
10,q00058,security,34,0.003845,0.429514,0.148764,0.135685,0.058824,0.058824
10,q00059,research,31,0.132171,0.497786,0.0,0.769526,0.0,0.225806
10,q00060,engineering,35,0.24059,0.547549,0.646856,0.78855,0.2,0.2
10,q00061,facilities,38,0.271957,0.6313,0.648932,0.860382,0.131579,0.210526
10,q00062,finance,33,0.326722,0.511289,0.307015,0.784982,0.090909,0.212121
10,q00063,logistics,32,0.237218,0.391457,0.0,0.253295,0.0,0.09375
10,q00064,marketing,32,0.266255,0.379817,0.287448,0.591927,0.125,0.15625
10,q00065,legal,34,0.42083,0.600799,0.648932,0.769526,0.147059,0.205882
10,q00066,logistics,37,0.429876,0.568641,0.400023,0.72733,0.081081,0.162162
10,q00067,engineering,27,0.285332,0.36154,0.652088,0.870125,0.222222,0.296296
10,q00068,engineering,31,0.369426,0.422559,0.921602,0.648932,0.290323,0.16129
10,q00069,procurement,39,0.232919,0.625773,0.151397,0.933746,0.051282,0.230769
10,q00070,legal,33,0.466368,0.667897,0.665193,0.905212,0.181818,0.272727
10,q00071,procurement,34,0.149189,0.431006,0.208273,0.390927,0.088235,0.117647
10,q00072,marketing,31,0.252021,0.398578,0.343018,0.357076,0.129032,0.096774
10,q00073,logistics,30,0.270899,0.41893,0.289523,0.564525,0.066667,0.2
10,q00074,personnel,33,0.067759,0.55161,0.073364,0.397672,0.030303,0.121212
10,q00075,logistics,40,0.301963,0.558627,0.647054,0.77216,0.15,0.175
10,q00076,marketing,36,0.121613,0.381793,0.510716,0.768227,0.111111,0.194444
10,q00077,procurement,39,0.280181,0.605596,0.066254,0.926636,0.025641,0.230769
10,q00078,research,33,0.192512,0.495682,0.0,0.568458,0.0,0.181818
10,q00079,procurement,39,0.280181,0.605596,0.066254,0.926636,0.025641,0.230769
10,q00080,legal,29,0.412071,0.658173,0.60514,0.700773,0.172414,0.206897
10,q00081,security,26,0.132789,0.581779,0.069431,0.385413,0.038462,0.153846
10,q00082,logistics,37,0.429876,0.568641,0.400023,0.72733,0.081081,0.162162
10,q00083,legal,37,0.422548,0.622769,0.305235,0.702728,0.054054,0.189189
10,q00084,facilities,41,0.316543,0.679393,0.273587,0.680905,0.073171,0.146341
10,q00085,logistics,34,0.296216,0.391358,0.0,0.542364,0.0,0.117647
10,q00086,facilities,31,0.244442,0.660362,0.34052,0.926636,0.129032,0.290323
10,q00087,legal,25,0.279101,0.463212,0.434175,0.790951,0.16,0.28
10,q00088,personnel,36,0.067478,0.519846,0.085143,0.547398,0.027778,0.111111
10,q00089,security,34,0.162285,0.376039,0.0,0.691128,0.0,0.176471
10,q00090,logistics,32,0.342636,0.499437,0.236807,0.319095,0.09375,0.125
10,q00091,procurement,35,0.396635,0.674662,0.069431,0.936379,0.028571,0.257143
10,q00092,research,33,0.15338,0.6205,0.0,0.8237,0.0,0.242424
10,q00093,marketing,32,0.247861,0.430744,0.220092,0.61225,0.03125,0.15625
10,q00094,marketing,36,0.150783,0.401015,0.063621,0.787774,0.027778,0.222222
10,q00095,security,35,0.08511,0.413612,0.063621,0.463446,0.028571,0.142857
10,q00096,marketing,23,0.086087,0.310027,0.289523,0.411533,0.086957,0.217391
10,q00097,legal,25,0.318636,0.51522,0.469,0.78855,0.12,0.28
10,q00098,security,41,0.107808,0.415796,0.0,0.760559,0.0,0.170732
10,q00099,logistics,30,0.232945,0.432923,0.358954,0.83578,0.066667,0.266667
10,q00100,marketing,38,0.2783,0.479686,0.29849,0.425208,0.052632,0.078947
10,q00101,security,28,-0.025383,0.282806,0.066254,0.283713,0.035714,0.071429
10,q00102,procurement,34,0.258712,0.608615,0.110046,0.864315,0.029412,0.235294
10,q00103,finance,41,0.345913,0.606941,0.494357,0.793584,0.097561,0.170732
10,q00104,procurement,33,0.120069,0.317669,0.220092,0.787774,0.030303,0.242424
10,q00105,facilities,37,0.297885,0.550605,0.0,0.8237,0.0,0.216216
10,q00106,legal,29,0.264607,0.511326,0.094788,0.769526,0.034483,0.241379
10,q00107,procurement,31,0.249316,0.383658,0.110046,0.552746,0.032258,0.193548
10,q00108,finance,26,0.330113,0.514624,0.49464,0.719118,0.153846,0.269231
10,q00109,marketing,23,0.073257,0.443061,0.144652,0.800694,0.086957,0.304348
10,q00110,marketing,30,0.137116,0.223313,0.144652,0.538411,0.066667,0.166667
10,q00111,marketing,23,0.033075,0.292664,0.248908,0.179931,0.086957,0.086957
10,q00112,security,36,0.118641,0.369229,0.0,0.870125,0.0,0.222222
10,q00113,marketing,38,0.030228,0.284769,0.063621,0.623574,0.026316,0.131579
10,q00114,marketing,30,0.137116,0.223313,0.144652,0.538411,0.066667,0.166667
10,q00115,legal,29,0.406959,0.594881,0.428365,0.700773,0.137931,0.206897
10,q00116,procurement,29,0.307122,0.426075,0.078398,0.273587,0.034483,0.103448
10,q00117,security,29,0.10587,0.567305,0.138862,0.281658,0.034483,0.103448
10,q00118,procurement,39,0.2873,0.660737,0.0,0.857981,0.0,0.205128
10,q00119,procurement,33,0.232509,0.323109,0.0,0.905212,0.0,0.272727
10,q00120,engineering,35,0.253411,0.40331,0.625334,0.797517,0.2,0.228571
10,q00121,personnel,48,0.128992,0.596587,0.110046,0.933746,0.020833,0.1875
10,q00122,security,27,0.034384,0.605131,0.0,0.353598,0.0,0.148148
10,q00123,finance,38,0.291016,0.489053,0.469,1.0,0.078947,0.263158
10,q00124,marketing,37,0.09045,0.344392,0.349967,0.422851,0.081081,0.135135
10,q00125,engineering,39,0.344473,0.454581,0.680905,0.705808,0.153846,0.153846
10,q00126,marketing,36,0.186349,0.271665,0.0,0.689829,0.0,0.166667
10,q00127,logistics,40,0.234894,0.385185,0.347629,0.914857,0.1,0.225
10,q00128,security,28,0.095582,0.310094,0.0,0.233651,0.0,0.071429
10,q00129,procurement,34,0.248262,0.627045,0.0,0.914857,0.0,0.264706
10,q00130,procurement,33,0.148535,0.315671,0.220092,0.791706,0.030303,0.242424
10,q00131,engineering,32,0.417788,0.383342,0.779171,0.583433,0.21875,0.15625
10,q00132,research,34,0.154084,0.66274,0.0,0.921602,0.0,0.264706
10,q00133,finance,44,0.301569,0.592107,0.617764,0.866948,0.113636,0.181818
10,q00134,security,28,-0.025383,0.282806,0.066254,0.283713,0.035714,0.071429
10,q00135,marketing,35,0.1938,0.340966,0.078398,0.366801,0.028571,0.114286
10,q00136,marketing,33,0.290488,0.407444,0.220092,0.678049,0.030303,0.181818
10,q00137,research,34,0.154084,0.66274,0.0,0.921602,0.0,0.264706
10,q00138,marketing,44,-0.0059,0.301293,0.224006,0.791727,0.045455,0.159091
10,q00139,personnel,28,0.155577,0.665567,0.138862,0.416567,0.035714,0.178571
10,q00140,engineering,39,0.28867,0.511645,0.681681,0.857205,0.153846,0.205128
10,q00141,engineering,35,0.29044,0.54921,0.713654,0.861138,0.228571,0.257143
10,q00142,marketing,37,-0.042773,0.266586,0.220092,0.463446,0.027027,0.135135
10,q00143,marketing,33,0.275638,0.484156,0.286346,0.857981,0.060606,0.242424
10,q00144,logistics,38,0.450307,0.630117,0.696938,0.921602,0.157895,0.236842
10,q00145,security,29,0.10587,0.567305,0.138862,0.281658,0.034483,0.103448
10,q00146,logistics,38,0.450307,0.630117,0.696938,0.921602,0.157895,0.236842
10,q00147,procurement,22,0.280921,0.395611,0.0,0.691128,0.0,0.272727
10,q00148,marketing,32,0.034526,0.362001,0.246551,0.425208,0.09375,0.09375
10,q00149,facilities,39,0.270184,0.55263,0.419398,0.532141,0.102564,0.102564
10,q00150,finance,28,0.325687,0.550637,0.383633,1.0,0.107143,0.357143
10,q00151,logistics,30,0.301008,0.531178,0.173667,0.870125,0.066667,0.266667
10,q00152,facilities,28,0.247079,0.568669,0.129875,0.565825,0.071429,0.214286
10,q00153,personnel,36,0.207506,0.532309,0.0,0.507238,0.0,0.138889
10,q00154,engineering,34,0.321867,0.471289,0.665949,0.547853,0.205882,0.147059
10,q00155,facilities,39,0.330219,0.600767,0.261808,0.779908,0.076923,0.230769
10,q00156,research,33,0.192512,0.495682,0.0,0.568458,0.0,0.181818
10,q00157,personnel,36,0.067478,0.519846,0.085143,0.547398,0.027778,0.111111
10,q00158,procurement,34,0.149743,0.403023,0.066254,0.760079,0.029412,0.205882
10,q00159,facilities,38,0.372389,0.606346,0.668761,0.848603,0.157895,0.210526
10,q00160,facilities,38,0.214165,0.530017,0.063621,0.750336,0.026316,0.184211
10,q00161,finance,32,0.233855,0.493028,0.309352,0.636376,0.125,0.1875
10,q00162,finance,24,0.309225,0.530969,0.0,0.687017,0.0,0.25
10,q00163,engineering,36,0.345234,0.515283,0.778807,0.78855,0.194444,0.194444
10,q00164,legal,32,0.245519,0.526683,0.378599,0.864315,0.09375,0.25
10,q00165,logistics,25,0.424836,0.485239,0.453743,0.415281,0.12,0.12
10,q00166,security,34,0.115156,0.462554,0.078398,0.248908,0.029412,0.058824
10,q00167,engineering,36,0.261954,0.412406,0.558715,0.611795,0.166667,0.138889
10,q00168,personnel,36,0.205993,0.51427,0.220092,0.767027,0.027778,0.194444
10,q00169,facilities,39,0.330219,0.600767,0.261808,0.779908,0.076923,0.230769
10,q00170,legal,34,0.42083,0.600799,0.648932,0.769526,0.147059,0.205882
10,q00171,procurement,35,0.224849,0.394681,0.0,0.870125,0.0,0.228571
10,q00172,finance,44,0.253687,0.524782,0.451865,1.0,0.090909,0.227273
